"networklogo","headingLine1",  "subHeadingLine1",  "imageUrl",  "brandLogoUrl1",  "offerText1",  "ctaText1",  "ctaUrl1",  "brandLogoUrl2",  "offerText2",  "ctaText2",  "ctaUrl2",  "expiryText",  "tncUrl",  "backgroundColor"
"images/foxtale-logo.png","For the Man Who's Always Been Your Hero", "Celebrate Father's Day in Style with your /n IndusInd Bank Credit card", "images/banner.jpg", "images/lifestyle-logo.jpg","Flat **20% off** on /n orders above 2,499", "SHOP NOW","ctaUrl1","images/raymond-logo.jpg","Flat **20% off** on /n orders above 5,000","shop now","ctaUrl2","Don't miss out! Offers end on July 31,2025.","tncUrl","#ADD8E6"
