"Heading",    "part1subHeading",    "amount",    "part2subHeading1", "brandImage",   "part2subHeading2",    "part3subHeading",    "ctaText",    "ctaUrl",    "OfferEndText",    "heroImage",    "tncUrl"
"Go Electric. Get Rewarded.","Enjoy an instant discount of up to"," ₹25,000 ","on select ","images/ather.png"," models /n with YES BANK Credit Cards","**Minimum transaction: ₹50,000** /n The offer is valid on EMI transactions only.","ORDER NOW FOR More Benefit for you","#","Hurry! Offer valid from 1st to 30th sep'25 ","images/banner.png","#"
