"Heading",    "subHeading",    "brandImage",    "OfferEndText",    "ctaText",    "ctaUrl",    "heroImage",    "tncUrl"
"Exclusive deals to make every trip rewarding!","Enjoy exclusive offers across top brands when you pay with your YES BANK Mastercard Credit Card","images/icon1.png","Hurry! Offer valid till 31st Dec'25","EXPLORE OFFERS NOW","#","images/banner.png","#"
