networklogo,brandLogo, headline, subHeadline, heroImage, offertext1, promoCode1, offertext2 ,promoCode2, offerEndText, ctaText, ctaUrl, tncUrl,color,FileName
"images/foxtale-logo.png","images/raymond-logo.jpg","Deals That Make You Glow","Shop and Save on Foxtale essentials with your IndusInd&nbsp;Bank&nbsp;Credit&nbsp;Card","images/banner.png","Flat ** ₹200 off** on orders above &#8377;499","HYP200","Flat **&#8377;300 off** on Orders above ₹699","HYP300","Don't miss out! Offers end on July&nbsp;31,&nbsp;2025.","Shop Now","https://www.indusmoments.com/offers/FOX300","https://www.foxtale.com/terms-and-conditions","#ffecde","foxtale"
