"networklogo","headingLine","subHeadingLine","imageUrl","brandLogoUrl1","offerText1","ctaText1","ctaUrl1","brandLogoUrl2","offerText2","ctaText2","ctaUrl2","brandLogoUrl3","offerText3","ctaText3","ctaUrl3","brandLogoUrl4","offerText4","ctaText4","ctaUrl4","brandLogoUrl5","offerText5","ctaText5","ctaUrl5","brandLogoUrl6","offerText6","ctaText6","ctaUrl6","offerEndText","tncUrl","backgroundColor"
"https://demo.forecastadvtg.com/projects/Hyperface/2025/EMI/visa-logo.png","Elevate Your Wardrobe","Upto 30% off on premium apparel with your IndusInd Bank Credit Card","images/EatSure-banner.jpg","https://demo.forecastadvtg.com/projects/Hyperface/2025/email/Mens/logo-1.jpg","Flat 30% Off*","Shop Now","https://www.visa.co.in/en_in/visa-offers-and-perks/tommy-hilfiger/165762?search=tommy","https://demo.forecastadvtg.com/projects/Hyperface/2025/email/Mens/logo-2.jpg","Additional 15% Off*","Shop Now","https://www.visa.co.in/en_in/visa-offers-and-perks/uspa/163684","https://demo.forecastadvtg.com/projects/Hyperface/2025/email/Mens/logo-3.jpg","Extra 10% Off*","Shop Now","https://www.visa.co.in/en_in/visa-offers-and-perks/arrow/163686?search=Arrow","https://demo.forecastadvtg.com/projects/Hyperface/2025/email/Mens/logo-4.jpg","Extra 10% Off*","Shop Now","https://www.visa.co.in/en_in/visa-offers-and-perks/flying-machine/163688?search=Flying%20","https://demo.forecastadvtg.com/projects/Hyperface/2025/email/Mens/logo-4.jpg","Extra 10% Off*","Shop Now","https://www.visa.co.in/en_in/visa-offers-and-perks/flying-machine/163688?search=Flying%20","https://demo.forecastadvtg.com/projects/Hyperface/2025/email/Mens/logo-4.jpg","Extra 10% Off*","Shop Now","https://www.visa.co.in/en_in/visa-offers-and-perks/flying-machine/163688?search=Flying%20","Don't miss out! Offers end on June 30, 2025.","https://www.visa.co.in/en_in/visa-offers-and-perks/","red"
