"header",     "Heading",                       "Heading1",                      "subHeading",               "BrandImage1",     "BrandImage2",     "BrandImage3",     "BrandImage4",     "BrandImage5",     "BrandImage6",     "OfferEndText",     "heroImage","tncUrl"
images/logo.png,"More savings, more happiness","with YES BANK RuPay Credit Card","Unlock exciting deals on:","images/icon-1.png","images/icon-2.png","images/icon-3.png","images/icon-4.png","images/icon-5.png","images/icon-6.png","Hurry! Offer valid till 31^st^ Mar'25","images/banner.png","#"
