"header","Heading","subHeadline",ctaText,ctaUrl,offerEndText,heroImage,backgroundColor,FileName
"images/header.png","Shop abroad. Save&nbsp;more.","Enjoy ** 1% waiver ** /n on markup fee on 25,000 spends with YES BANK credit Card ending with 6344","Know more","#","*Hurry! Offer valid till 1^st^ December '23 to 31^st^ January '24*","images/banner.jpg","#E0D0B2","yesbank_1percent_markup_fee"
