brandLogo,                  headline,                                                  subHeadline,                                                         heroImage,              brandLogoUrl1,            offerText1,         ctaText1,ctaUrl1, offerEndText,                        tncUrl,color,FileName
"images/boombay-logo.png","Savour the Taste of Boombay Sauces, Dips and&nbsp;Spreads","Get **15% Off** with your IndusInd&nbsp;Bank&nbsp;Credit&nbsp;Card","images/heroImage.png","images/boombay-logo.png","**15% off** SiteWide","Show Now","#","Offer valid till 31st December 2023","https://www.foxtale.com/terms-and-conditions","#fce2eb","boombay"
