brandLogo, headline, subHeadline, heroImage, offertext, promoCode, offerEndText, ctaText, ctaUrl, tncUrl,color,FileName,offerEndTextRequire
"images/boombay-logo.png","Savour the Taste of Boombay Sauces, Dips and&nbsp;Spreads","Get **15% Off** with your IndusInd&nbsp;Bank&nbsp;Credit&nbsp;Card","images/Generated.png","**15% off** SiteWide","INDU15","Offer valid till 31st December 2023","Shop Now","https://www.indusmoments.com/offers/BOOMINS","https://www.foxtale.com/terms-and-conditions","#fce2eb","boombay",true
